"3
Gj;jsk","Drought","","","","","","","","","","","","",""
"","Karuwalagaswewa","","1651","4876","","","","","","","","","",""
"Puttalam","","2019.06.28","","","","","","","","","","","",""
"","Mahakubukkadawala","","3042","9562","","","","","","","","","",""
"","Anamaduwa","","1058","3286","","","","","","","","","",""
"","Pallama","","1823","6173","","","","","","","","","",""
"","දිස්ත්‍රික් එකතුල    khtl;l $l;Lj;njhif  District Total","","12109","39274","0","0","0","0","0","0","0","0","0","0"
"","Ambanpola","2019.04.03","541","1613","","","","","","","","","",""
"","Galgamuwa","2019.04.11","355","1439","","","","","","","","","",""
"ලයඹ ප඼෈ත","Udubaddawa","2019.05.08","249","776","","","","","","","","","",""
"tlNky;","","","","","","","","","","","","","",""
"","Kotawehera","2019.05","25","93","","","","","","","","","",""
"khfhzk;","","","","","","","","","","","","","",""
"","Polpithigama","2019.05 සිට","3475","11577","","","","","","","","","",""
"North Western","","","","","","","","","","","","","",""
"","Kuliyapitiya - East","2019.05.15","293","1263","","","","","","","","","",""
"කුරුණ්ග඼","","","","","","","","","","","","","",""
"","Maaspotha","2019.04 සිට","59","214","","","","","","","","","",""
"4
FUdhfy;","Drought","","","","","","","","","","","","",""
"","Weerabugedara","2019.06.14","115","391","","","","","","","","","",""
"Kurunegala","","","","","","","","","","","","","",""
"","Giribawa","2019.5.28","544","1373","","","","","","","","","",""
"","Polgahawela","2019.01 සිට","185","548","","","","","","","","","",""
"","Mawathagama","2019.05.15","253","833","","","","","","","","","",""
"","Ahetuwewa","2019.06.06","663","2019","","","","","","","","","",""
"","Narammala","2019.06.04","65","615","","","","","","","","","",""
"","Mallawapitiya","2019.07.04","45","120","","","","","","","","","",""
"","දිස්ත්‍රික් එකතුල    khtl;l $l;Lj;njhif  District Total","","6867","22874","0","0","0","0","0","0","0","0","0","0"
"","පළාත් ඵකතුල khfhz $l;Lj;njhif Province Total","","18976","62148","0","0","0","0","0","0","0","0","0","0"
"ලව්නිය෈ල","Vavuniya North","2019.03.11","161","511","","","","","","","","","",""
"5
tTdpah","Drought
vengalacheddikulam","2019.07.22","343","1194","","","","","","","","","",""
"Vavuniya","Vavuniya","2019.07.08","154","550","","","","","","","","","",""
"","දිස්ත්‍රික් එකතුල    khtl;l $l;Lj;njhif  District Total","","658","2255","0","0","0","0","0","0","0","0","0","0"
